platform.filter|title|age|releaseDate|BADLANGUAGE|DISCRIMINATION|DRUGS|FEAR|GAMBLING|SEX|VIOLENCE|INGAMEPURCHASES|content|publisher|platform.list
334|Nintendo Switch|The LEGO Movie 2 Videogame|7|27/02/2019|N|N|N|N|N|N|Y|N|Bricksburg is in ruins and Emmet's friends have been taken! Team up with Emmet and a host of heroic characters to save their friends from the strange inhabitants of the Systar System. Journey into outer...|Warner Brothers Entertainment UK Ltd|PlayStation 4, Xbox One, PC, Nintendo Switch
335|Nintendo Switch|Trials Rising|12|26/02/2019|N|N|N|N|N|N|Y|Y|Trials Rising is a skill and physics-based motorbike platformer with over-the-top action. Players can compete against their own scores and other players on challenging and obstacle-ridden side-scrolling...|Ubisoft EMEA|Xbox One, PlayStation 4, Nintendo Switch, PC, Stadia
336|Nintendo Switch|Aces of the Luftwaffe Squadron - Nebelgeschwader|12|26/02/2019|Y|N|N|N|N|N|N|N|ACES OF THE LUFTWAFFE SQUADRON - NEBELGESCHWADER is an action-packed DLC campaign with a fully voiced narrative. Experience 25 new levels, defeat waves of enemies and take on 6 brand new epic Bosses. Upgrade...|www.handy-games.com GmbH|PlayStation 4, Xbox One, Nintendo Switch
337|Nintendo Switch|Aces of the Luftwaffe Squadron - Nebelgeschwader|12|26/02/2019|Y|N|N|N|N|N|N|N|ACES OF THE LUFTWAFFE SQUADRON - NEBELGESCHWADER is an action-packed DLC campaign with a fully voiced narrative. Experience 25 new levels, defeat waves of enemies and take on 6 brand new epic Bosses. Upgrade...|www.handy-games.com GmbH|Nintendo Switch
338|Nintendo Switch|Q.U.B.E 2|12|20/02/2019|Y|N|N|N|N|N|N|N|In Q.U.B.E. 2, players step into the shoes of Amelia Cross, a British archaeologist, who has awoken on a strange alien planet. With the help of fellow survivor, Emma, players must face the challenging...|Super Rare Games|Nintendo Switch
339|Nintendo Switch|Fairune Collection|3|20/02/2019|N|N|N|N|N|N|N|N|Fairune Collection includes four games in one package â Fairune, Fairune 2, Fairune Origin and Fairune Blast! These are pixelated puzzle/adventure games, in which players have to solve puzzles and defeat...|Super Rare Games|Nintendo Switch
340|Nintendo Switch|Steins;Gate Elite|16|19/02/2019|Y|N|N|N|N|N|Y|N|The digital visual novel STEINS;GATE ELITE follows a group of young, tech-savvy âlab membersâ who discover the means of changing the past via e-mail using a modified microwave. Their experiments spiral...|Koch Media GmbH (Austria)|PlayStation 4, Nintendo Switch
3414|Nintendo Switch|DreamWorks Dragons Dawn of the New Riders|7|19/02/2019|N|N|N|N|N|N|Y|N|A unique hybrid dragon and its mysterious teenage rider duo take on a quest to stop an evil warlord by rescuing captured dragons from Deathgrippers' venom. As they adventure together the bond between our...|Outright Games|PlayStation 4, Xbox One, Nintendo Switch
3621|Nintendo Switch|The Walking Dead: The Final Season (Episode #3:BROKEN TOYS)|18|15/01/2019|Y|N|N|N|N|N|Y|N|Clementine, now a fierce and capable survivor, has reached the final chapter in her journey. After years on the road facing threats both living and dead, a secluded school might finally be her chance for...|Skybound Games|PlayStation 4, Xbox One, Nintendo Switch, PC
3631|Nintendo Switch|Onimusha: Warlords|16|15/01/2019|N|N|N|N|N|N|Y|N|ONIMUSHA: WARLORDS is an action adventure game set in the Japanese Sengoku period. The player controls the protagonist Samanosuke, a wandering samurai, and his friend Kaede, a ninja, as they fight the...|CE Europe Ltd.|PlayStation 4, Xbox One, PC, Nintendo Switch
3641|Nintendo Switch|My Time at Portia|7|15/01/2019|N|N|N|N|N|N|Y|N|Start a new life in the enchanting town of Portia! Restore your Pa's neglected workshop to its former glory, grow crops, raise animals, befriend the towns quirky inhabitants and uncover the mysteries this...|Team17 Digital Limited|Xbox One, PlayStation 4, Nintendo Switch, PC
3651|Nintendo Switch|Tales of Vesperia: Definitive Edition|12|11/01/2019|Y|N|N|N|Y|N|Y|N|Tales of Vesperia returns with remastered graphics including full voice acting and all DLCs. Synopsis from the original game - Yuri sets sail on his adventure with Estelle, Karol, Rita, Raven, Judith,...|BANDAI NAMCO ENTERTAINMENT EUROPE S.A.S.|PlayStation 4, Xbox One, PC, Nintendo Switch
3661|Nintendo Switch|Pumped BMX Pro|3|11/01/2019|N|N|N|N|N|N|N|N|Pumped BMX + is a platformed style, side scrolling, bicycle stunt game, where the player plays with a side on view and has to complete the course; the quicker the time, the more points awarded onto the...|Curve Digital|Nintendo Switch, Xbox One
3671|Nintendo Switch|New Super Mario Bros. U Deluxe|3|11/01/2019|N|N|N|N|N|N|N|N|New Super Mario Bros. U is getting the deluxe treatment on Nintendo Switch! Luigiâs first starring role in a platforming adventure, New Super Luigi U, is getting the deluxe treatment too, and comes...|Nintendo of Europe GmbH|Nintendo Switch
3681|Nintendo Switch|The Adventure Pals|7|31/12/2018|N|N|N|N|N|N|Y|N|Inspired by classic platformers and cartoons alike, The Adventure Pals sets you and your best friends (a giraffe and a rock) out to save the world and your dad from turning into hotdogs! Level up to learn...|Super Rare Games|Nintendo Switch
3691|Nintendo Switch|Steredenn: Binary Stars|7|31/12/2018|N|N|N|N|N|N|Y|N|Steredenn: Binary Stars is the hugely expanded version of the acclaimed Steredenn. Enjoy infinite replayability and unforgiving gameplay through intense boss fights, (almost) randomly generated environments,...|Super Rare Games|Nintendo Switch
3701|Nintendo Switch|Trinelogy|12|31/12/2018|N|N|N|N|N|N|Y|N|-|Frozenbyte, Inc.|Nintendo Switch
3711|Nintendo Switch|Team Sonic Racing|3|31/12/2018|N|N|N|N|N|N|N|N|Team Sonic Racing is a team based driving simulation using characters from the Sonic Universe.|SEGA Europe Ltd|PlayStation 4, Xbox One, PC, Nintendo Switch
3921|Nintendo Switch|PokÃ©mon: Let's Go, Eevee!|7|16/11/2018|N|N|N|N|N|N|Y|N|PokÃ©mon: Let's Go, Pikachu! and PokÃ©mon: Let's Go, Eevee! bring the experience of a classic PokÃ©mon RPG to Nintendo Switch with gameplay that is easily approachable for newcomers to the series, but...|Nintendo of Europe GmbH|Nintendo Switch
3931|Nintendo Switch|PokÃ©mon: Let's Go, Pikachu!|7|16/11/2018|N|N|N|N|N|N|Y|N|PokÃ©mon: Let's Go, Pikachu! and PokÃ©mon: Let's Go, Eevee! bring the experience of a classic PokÃ©mon RPG to Nintendo Switch with gameplay that is easily approachable for newcomers to the series, but...|Nintendo of Europe GmbH|Nintendo Switch
3941|Nintendo Switch|RollerCoaster Tycoon Adventures|3|15/11/2018|N|N|N|N|N|N|N|N|RollerCoaster TycoonÂ® Adventures brings the RollerCoaster TycoonÂ® series into the next generation - combining classic RCT gameplay, the modernized user experience of the critically acclaimed mobile title...|Atari, Inc.|Nintendo Switch, PC
3951|Nintendo Switch|Bibi Blocksberg - Das groÃe Hexenbesen-Rennen 3|3|15/11/2018|N|N|N|N|N|N|N|N|Discover new worlds with turbulent flight maneuvers, here we go! Finally holidays in Mania's witch school: Bibi and her friends are planning a holiday rally. They race through Transylvania, the Orient...|Markt+Technik Verlag GmbH|Nintendo Switch, PlayStation 4
3961|Nintendo Switch|Bibi &amp; Tina - Das Spiel zum Kinofilm|3|15/11/2018|N|N|N|N|N|N|N|N|Get ready for the big horse race! You train in the role of Bibi or Tina for the big Falkenstein race and discover their living environment in all its depth. In exciting missions you can ride through the...|Markt+Technik Verlag GmbH|Nintendo Switch, PlayStation 4
3971|Nintendo Switch|Rival Megagun|7|15/11/2018|N|N|N|N|N|N|Y|N|Rival Megagun is a competitive split-screen vertical shmup (or shoot 'em up, shooting game, STG) where you transform into a gigantic boss ship - your "Mega Gunship" - to invade your opponent's screen....|DEGICA Co.,Ltd.|Nintendo Switch, PlayStation 4, Xbox One
3981|Nintendo Switch|This War of Mine: Complete Edition|18|13/11/2018|Y|N|N|N|N|N|Y|N|This game includes the original This War of Mine as well as The Little Ones and the Fatherâs Promise DLC. Control a group of regular civilians, trying to survive in their besieged city through scavenging,...|Koch Media GmbH (Austria)|Nintendo Switch
3991|Nintendo Switch|WORLD OF FINAL FANTASY MAXIMA|12|07/11/2018|N|N|N|N|N|N|Y|N|Embark on a magical journey with siblings Reynn and Lann as they explore the vast land of Grymoire to rediscover their past and save the future.|Square Enix Ltd|PlayStation 4, Nintendo Switch, Xbox One, PC
4001|Nintendo Switch|The Walking Dead: The Final Season|18|06/11/2018|Y|N|N|N|N|N|Y|N|After years on the road facing threats both living and dead, a secluded school might finally be Clementine and AJâs chance for a home. But protecting it will mean sacrifice. In this gripping, emotional...|Skybound Games|Xbox One, PlayStation 4, Nintendo Switch
401|Nintendo Switch|Carnival Games|3|06/11/2018|N|N|N|N|N|N|N|N|Carnival Games brings the party back for the entire family. With both fan-favorite and brand-new mini-games all in one package, Carnival Games offers fun for everyone and can be played alone or with up...|Take2 Interactive Software Europe ltd|Nintendo Switch, PlayStation 4, Xbox One
422|Nintendo Switch|Project Highrise: Architect's Edition|3|19/10/2018|N|N|N|N|N|N|N|N|Build and manage your own skyscraper, keep your tenants happy and stay financially healthy.|Kalypso Media GmbH|PC, Nintendo Switch, PlayStation 4, Xbox One
423|Nintendo Switch|DARK SOULS: REMASTERED|16|19/10/2018|N|N|N|N|N|N|Y|N|The game is a continuation of 'Demon Souls' and focuses the gameplay on events within the world of Lordran and defeating the Dark Knight Artorias.|Nintendo of Europe GmbH|Nintendo Switch
424|Nintendo Switch|Wer weiÃ denn sowas? - Das Spiel|3|19/10/2018|N|N|N|N|N|N|N|N|Quiz game based on the German TV-Show "Wer weiÃ denn sowas?". Players have to answer more questions correctly than the opponent.|bitComposer Interactive GmbH|PlayStation 4, PC, Nintendo Switch
425|Nintendo Switch|The Jackbox Party Pack 5|12|18/10/2018|Y|N|N|N|N|Y|N|N|The Jackbox Party Packs features 5 local multiplayer party games. Compete in Trivia based game You Don't Know Jack, a rap battle in Mad Verse City, create scenarios in Split the Room, compete on an alien...|Jackbox Games Inc|Nintendo Switch, PlayStation 4, Xbox One
426|Nintendo Switch|LEGO DC Super-Villains|7|16/10/2018|N|N|N|Y|N|N|Y|N|LEGO DC Super-Villains is the 4th LEGO game set solely in the DC Universe. For the first time ever in a LEGO game, the player can create their own custom character to be a pivotal role in the story, fighting...|Warner Brothers Entertainment UK Ltd|PlayStation 4, Xbox One, PC, Nintendo Switch
427|Nintendo Switch|Cabela's: The Hunt - Championship Edition|16|16/10/2018|N|N|N|N|N|N|Y|N|Experience the thrill of the hunt while you stalk and kill your prey in some of North America's most famous hunting spots. Once the hunter finds the target, many factors come into play before pulling the...|Planet Entertainment|Nintendo Switch
428|Nintendo Switch|Bass Pro Shops: The Strike - Championship Edition|3|16/10/2018|N|N|N|N|N|N|N|N|The game takes players to some of North America's most famous fishing hot spots and features eleven types of game fish including Largemouth, Smallmouth, Kentucky Spotted, Striped Bass, Catfish, Northern...|Planet Entertainment|Nintendo Switch
429|Nintendo Switch|NBA 2K Playgrounds 2|3|16/10/2018|N|N|N|N|N|N|N|N|NBA Playgrounds 2 is the successor of the successful NBA Playgrounds, which was released in May 2017. NBA 2K Playgrounds 2 is a 1-on-1 and 2-on-2 arcade basketball game featuring exaggerated players with...|Take2 Interactive Software Europe ltd|PC, PlayStation 4, Xbox One, Nintendo Switch
430|Nintendo Switch|Starlink: Battle for Atlas|7|16/10/2018|N|N|N|Y|N|N|Y|Y|Action-adventure game where you assemble a custom Starship model mounted to your game controller to launch into an interplanetary adventure. Lead a group of heroic interstellar pilots who use modular...|Ubisoft EMEA|Nintendo Switch
431|Nintendo Switch|Spintires: MudRunner - American Wilds Edition|3|15/10/2018|N|N|N|N|N|N|N|N|Spintires: MudRunner â American Wilds Edition is a truck driving simulator that challenges the player to drive through the most difficult terrain. It is an off-road simulation in an uneven and muddy...|Focus Home Interactive|PC, PlayStation 4, Xbox One, Nintendo Switch
432|Nintendo Switch|OperaciÃ³n Triunfo 2017|12|15/10/2018|N|N|N|N|N|Y|N|N|The official video game of OperaciÃ²n Triunfo with all 18 members of the 2017 series. Play the game alone or with up to 3 friends.|Professional Publishing SPL, S.L|PlayStation 4, Nintendo Switch
433|Nintendo Switch|The World Ends With You -Final Remix-|12|12/10/2018|Y|N|N|N|N|N|Y|N|When Neku encounters the mysterious Shiki, he gets caught up in a deadly game. He'll be erased from existence if he canât complete a series of twisted tasks.|Nintendo of Europe GmbH|Nintendo Switch
434|Nintendo Switch|Let's Sing 2019 mit deutschen Hits|12|12/10/2018|Y|N|N|N|N|Y|N|N|Let's Sing 2019 mit deutschen Hits is a karaoke game with different singing modes like duet or asynchronous online challenges. The better you sing the higher you will rank on the global leader boards.|Koch Media GmbH (Austria)|PlayStation 4, Nintendo Switch
435|Nintendo Switch|Let's Sing 11|12|12/10/2018|Y|N|N|N|N|Y|N|N|Let's Sing 11 is a karaoke game with different singing modes like duet or asynchronous online challenges. The better you sing the higher you will rank on the global leader boards.|Koch Media GmbH (Austria)|PlayStation 4, Nintendo Switch
436|Nintendo Switch|Let's Sing 2019 Hit's franÃ§ais et internationaux|12|12/10/2018|Y|N|N|N|N|Y|Y|N|Let's Sing 2019 Hit's franÃ§ais et internationaux is a karaoke game with different singing modes like duet or asynchronous online challenges. The better you sing the higher you will rank on the global...|Koch Media GmbH (Austria)|PlayStation 4, Nintendo Switch
437|Nintendo Switch|Let's Sing 2019|12|12/10/2018|Y|N|N|N|N|Y|N|N|Let's Sing 2019 is a karaoke game with different singing modes like duet or asynchronous online challenges. The better you sing the higher you will rank on the global leader boards.|Koch Media GmbH (Austria)|PlayStation 4, Nintendo Switch
438|Nintendo Switch|Disgaea 1 Complete|12|12/10/2018|N|N|N|N|N|N|Y|N|The Overlord is dead. The Netherworld is in turmoil. Netherworld Prince Laharl awakens to fight for his throne and itâs up to him and some unlikely allies to defend what is rightfully his. Together with...|NIS America, Inc|PlayStation 4, Nintendo Switch
439|Nintendo Switch|N++ Ultimate Edition|7|11/10/2018|N|N|N|N|N|N|Y|N|N++ is all about using your momentum to complete levels and get high scores, but in this sci-fi world, thereâs a slew of inadvertently homicidal enemy robots trying to prevent you from completing your...|Super Rare Games|Nintendo Switch
440|Nintendo Switch|Distrust|12|11/10/2018|Y|N|N|N|N|N|Y|N|A helicopter crash left a group of explorers stranded near an Arctic base. As they try to find a way back, all they are doing is sinking deeper into a nightmare scenario. When they sleep, they attract...|Professional Publishing SPL, S.L|PlayStation 4, Nintendo Switch
4411|Nintendo Switch|The MISSING -J.J. MACFIELD AND THE ISLAND OF MEMORIES-|16|11/10/2018|Y|N|N|N|N|N|N|N|Side scrolling dark adventure game in which you play as J.J. whoâs friend, Emily, is missing on the Island of Memories. Follow J.J. as she sacrifices her body, exploring the woods to find her. With every...|Arc System Works Co.,Ltd|PlayStation 4, Nintendo Switch, Xbox One, PC
4521|Nintendo Switch|FIFA 19|3|28/09/2018|N|N|N|N|N|N|N|N|This is a soccer simulation game in which players engage in realistic matches with teams across international leagues. Players can practice penalty kicks, assign on-field strategies, and participate in...|EA Swiss Sarl|Nintendo Switch
4531|Nintendo Switch|FINAL FANTASY XV POCKET EDITION HD|12|28/09/2018|Y|N|N|N|N|N|Y|N|Noctis, the crown prince of Lucis, is set to wed Lady Lunafreya of Tenebrae as a symbol of promised peace between the nations of Lucis and Niflheim. However, he's unaware of the difficult journey ahead....|Square Enix Ltd|PlayStation 4, Nintendo Switch, Xbox One
4541|Nintendo Switch|Chicken Range|7|28/09/2018|N|N|N|N|N|N|Y|N|The object of the game is to shoot the chickens using an array of different weaponry. To increase the difficulty, the chickens throw eggs at the screen to obscure the playerâs field of view. During the...|Funbox Media Ltd|PlayStation 4, Nintendo Switch, PlayStation Vita
4551|Nintendo Switch|NAMCO MUSEUMâ¢ ARCADE PACâ¢|12|28/09/2018|N|N|N|N|N|N|Y|N|Save your quarters and bring the arcade home with the ultimate 2-in-1 game âpacâ, âNamco Museum Arcade Pacâ! Enjoy the nostalgic classics in âNamco Museumâ and the flashy maze madness of âPAC-MAN...|BANDAI NAMCO ENTERTAINMENT EUROPE S.A.S.|Nintendo Switch
4561|Nintendo Switch|Super Life of Pixel|3|28/09/2018|N|N|N|N|N|N|N|N|Super Life of Pixel is a retro inspired platformer that the player plays through 19 historically inspired systems. Mechanics are move and jump based with a few power ups to manipulate the environment...|WhiteMoon Dreams|PlayStation 4, PlayStation Vita, Nintendo Switch
4571|Nintendo Switch|Phar Lap - Horse Racing Challenge|12|27/09/2018|N|N|N|N|Y|N|N|N|Phar Lap â Horse Racing Challenge is a horse racing game in which players can bet, ride, race and train horses in the thoroughbred industry.|Home Entertainment Suppliers Pty Ltd|PlayStation 4, Xbox One, Nintendo Switch, PC
4581|Nintendo Switch|Mark of the Ninja: Remastered|16|25/09/2018|Y|N|N|N|N|N|Y|N|Mark of the Ninja consists of stealth-oriented 2D platforming. The character is required to sneak through a series of environments while staying out of sight of guards and performing silent assassinations....|Klei Entertainment Inc.|PlayStation 4, Nintendo Switch, Xbox One
4591|Nintendo Switch|RGX: Showdown|3|25/09/2018|N|N|N|N|N|N|N|N|Itâs you against the world as you race through traffic in teeth-gritting, edge-of-your-seat street races. Be a part of hourly online tournaments where you go one-on-one with opponents from all over the...|LCG Entertainment, Inc.|Xbox One, PlayStation 4, Nintendo Switch
4601|Nintendo Switch|This Is the Police 2|16|25/09/2018|Y|N|N|N|N|N|Y|N|Run the sheriffâs department, manage your cops, investigate, interrogate, incarcerate, make tough decisions â and try to keep out of prison yourself!|THQ Nordic|PC, PlayStation 4, Xbox One, Nintendo Switch
4611|Nintendo Switch|Smoke and Sacrifice|12|25/09/2018|N|N|N|N|N|N|Y|N|You play as Sachi, a single mother who lives in a small settlement protected from eternal winter by the Sun Tree. Every year the priests make a child sacrifice to the Sun Tree, as thanks for its life-giving...|Curve Digital|PlayStation 4, Xbox One, Nintendo Switch, PC
4821|Nintendo Switch|NBA 2K19|3|11/09/2018|N|N|N|N|N|N|N|N|NBA 2K19 continues to push limits as it brings gaming one step closer to real-life basketball excitement and culture.|Take2 Interactive Software Europe ltd|Nintendo Switch
4831|Nintendo Switch|SNK HEROINES Tag Team Frenzy|12|07/09/2018|Y|N|N|N|N|Y|Y|N|SNK HEROINES Tag Team Frenzy is a fighting game with some of the most popular women from the SNK universe. Play online or with friends as SNK's iconic heroines in the brand-new 2 vs 2 fighting game,...|NIS America, Inc|PlayStation 4, Nintendo Switch
4841|Nintendo Switch|V-Rally|3|04/09/2018|N|N|N|N|N|N|N|N|Simcade off-road racing game offering 50 cars to drive through 10 different and exotic destinations. From Siberia to Kenya the player will have to master the 5 different racing disciplines. Playable in...|Bigben Interactive SA|PC, PlayStation 4, Xbox One, Nintendo Switch
4851|Nintendo Switch|GRIP|7|04/09/2018|N|N|N|N|N|N|Y|N|GRIP is a combat action racing game where the player is allowed to drive on walls and ceilings. The player is able to use weapons in order to gain an advantage, as well as using different parts of the...|Wired Productions Ltd|PlayStation 4, Xbox One, Nintendo Switch, PC
4861|Nintendo Switch|DOOM|18|01/09/2018|Y|N|N|N|N|N|Y|N|Reboot of the classic first-person shooter series. Use an arsenal of devastating weapons to shoot, slash and crush your way through demonic hordes, in both campaign and multiplayer modes.|ZeniMax Europe Limited/Bethesda Softworks Europe|Nintendo Switch
4871|Nintendo Switch|GOD WARS The Complete Legend|12|31/08/2018|N|N|N|N|N|Y|Y|N|Experience the traditional stories of Japan's origin from the points of view of three warring nations through gameplay and anime cinematics. Engage in deep tactical combat with a myriad of character classes....|NIS America, Inc|Nintendo Switch
4881|Nintendo Switch|Mutant Mudds Collection|3|31/08/2018|N|N|N|N|N|N|N|N|Fight off an invasion of mud-mutants in this pixelated platforming game.|Super Rare Games|Nintendo Switch
4891|Nintendo Switch|Monster Hunter Generations Ultimate|12|31/08/2018|N|N|N|N|N|N|Y|N|Fifth generation of the Monster Hunter series. Play as a monster hunter, travelling a mysterious landscape and taking on quests along the way|CE Europe Ltd.|Nintendo Switch
4901|Nintendo Switch|Geminose|3|31/08/2018|N|N|N|N|N|N|N|N|This is a music / rhythm game where the player takes control of a "Geminose animal". These are doll-like, fluffy animals that dance, sing and play instruments. General gameplay boils down to getting the...|Starbreeze Publishing AB|Nintendo Switch
491|Nintendo Switch|Two Point Hospital|3|30/08/2018|N|N|N|N|N|N|N|N|Design hospitals, cure illnesses and manage staff as you spread your healthcare organisation across Two Point County.|SEGA Europe Ltd|PC, PlayStation 4, Xbox One, Nintendo Switch
512|Nintendo Switch|The Walking Dead: Season 1|18|31/07/2018|Y|N|N|N|N|N|Y|N|The Walking Dead is a five-part game series set in the same universe as Robert Kirkmanâs award-winning comic book series. Play as Lee Everett, a convicted criminal, who has been given a second chance...|Skybound Games|Nintendo Switch
513|Nintendo Switch|Chasm|7|31/07/2018|N|N|N|Y|N|N|Y|N|Explore the depths below a remote mountain town in this procedurally-generated Adventure Platformer. Taking inspiration from hack 'n slash dungeon crawlers and Metroidvania-style platformers, Chasm will...|Bit Kid, Inc.|PlayStation 4, PlayStation Vita, Xbox One, Nintendo Switch
514|Nintendo Switch|Growtopia|7|31/07/2018|N|N|N|N|N|N|Y|Y|Growtopia is a multiplayer sandbox platformer with crafting. There are no goals, just an infinite number of worlds where you create whatever you want with all your friends. Most things in Growtopia grow...|Ubisoft EMEA|PC, Nintendo Switch, PlayStation 4, Xbox One
515|Nintendo Switch|Big Crown Showdown|3|31/07/2018|N|N|N|N|N|N|N|N|Big Crown: Showdown is a family party-brawler where friends become foes in a frantic fight for the Crown. Engage in chaotic combat as you attempt to knock your opponents off the obstacle course, avoid...|Sold Out Sales &amp; Marketing Limited|PlayStation 4, Xbox One, PC, Nintendo Switch
516|Nintendo Switch|Go Vacation|3|27/07/2018|N|N|N|N|N|N|N|N|Explore lush resorts and engage in all sorts of fun activities.|Nintendo of Europe GmbH|Nintendo Switch
517|Nintendo Switch|BLAZBLUE CROSS TAG BATTLE|12|27/07/2018|Y|N|N|N|N|N|Y|N|A crazy crossover fighter with characters from BlazBlue, Uniel, Persona 4 Arena, and even RWBY.|PQube Limited|Nintendo Switch
518|Nintendo Switch|All-Star Fruit Racing|3|27/07/2018|N|N|N|N|N|N|N|N|All-Star Fruit Racing propels players into vibrant worlds filled with incredible action: drift through looping bends, soar over monumental jumps and defy gravity itself around tubular tracks in an explosively...|PQube Limited|Nintendo Switch
519|Nintendo Switch|Airheart - Tales of broken Wings|7|25/07/2018|N|N|N|N|N|N|Y|N|AIRHEART is a dieselpunk action game about a young woman, who flies her airplane and catches skyfish among beautiful sky islands. Amelias biggest dream is to reach the stratosphere and to bring down the...|Blindflug Studios AG|PlayStation 4, Xbox One, Nintendo Switch, PC
520|Nintendo Switch|Flipping Death|12|25/07/2018|Y|N|N|N|N|N|Y|N|Welcome to Flatwood Peaks, a small whimsical town with a problem â Death is on vacation. Play as Penny and help trapped ghosts with your trusted scythe. Flip the entire world around to solve puzzles...|Rising Star Games Ltd|Nintendo Switch
521|Nintendo Switch|Banner Saga 3|16|24/07/2018|N|N|N|N|N|N|Y|N|Banner Saga 3 is the final dramatic chapter in the mature, story driven Viking RPG series. As the world continues to crumble around you, who can you trust, how will you protect your allies and what choices...|Versus Evil LLC|PC, PlayStation 4, Xbox One, Nintendo Switch
522|Nintendo Switch|Sonic Mania Plus|3|24/07/2018|N|N|N|N|N|N|N|N|This is a side-scrolling platforming game with an emphasis on speed. Sonic, a cartoony hedgehog and his friends are doing their best to stop Eggman from attaining world dominion. The characters, setting,...|SEGA Europe Ltd|PlayStation 4, Nintendo Switch
523|Nintendo Switch|Candle: The Power of the Flame|7|20/07/2018|N|N|N|N|N|N|Y|N|Candle is an adventure with challenging puzzles. Play as Teku, a young novice on a dangerous journey to rescue his tribe's shaman from the evil Wakcha tribe. But the way is littered with sinister traps...|Merge Games|PlayStation 4, Nintendo Switch, Xbox One
524|Nintendo Switch|Hungry Shark World|16|17/07/2018|N|N|N|N|N|N|Y|N|Rise through the ranks of the food chain in this side-scrolling action arcade game, and level up your jawsome shark to bite harder, swim faster and grow hungrier.|Ubisoft EMEA|PlayStation 4, Xbox One, Nintendo Switch
525|Nintendo Switch|Mugsters|12|17/07/2018|N|N|N|N|N|N|Y|N|Mugsters is a supercharged, action-packed puzzler with sandbox levels where you must outrun, out-manoeuvre and outsmart your enemies by experimenting with different vehicles, environmental traps and explosives.|Team17 Digital Limited|PlayStation 4, Xbox One, Nintendo Switch
526|Nintendo Switch|Adventure Time: Pirates of the Enchiridion|7|17/07/2018|N|N|N|N|N|N|Y|N|Ahoy! The Land of Ooo is underwater and itâs up to Finn and Jake to find out why. Join our heroes as they explore the high seas, search for hidden clues, interrogate shady suspects and fight pirates...|Outright Games|Nintendo Switch
527|Nintendo Switch|OCTOPATH TRAVELER|12|13/07/2018|Y|N|N|N|N|Y|N|N|OCTOPATH TRAVELER is a brand new RPG from Square Enix, exclusive to Nintendo Switch. Begin your journey as one of eight protagonists, each with their own origin, talents, and goals. Where will your journey...|Nintendo of Europe GmbH|Nintendo Switch
528|Nintendo Switch|Captain Toad: Treasure Tracker|3|13/07/2018|N|N|N|N|N|N|N|N||Nintendo of Europe GmbH|Nintendo Switch
529|Nintendo Switch|The Spectrum Retreat|12|12/07/2018|Y|N|N|N|N|N|N|N|A first-person puzzle game in which the you transfer colours between different blocks. These colours allow passage through coloured gates and across coloured floors to progress. Taking place in a beautiful,...|RipstoneLTD|PC, PlayStation 4, Xbox One, Nintendo Switch
530|Nintendo Switch|Headsnatchers|7|05/07/2018|N|N|N|N|N|N|Y|N|Headsnatchers is a wildly fun multiplayer party game. Choose your head from a huge selection and try to keep it on your shoulders while trying to remove everyone elseâs. Once you have snatched your opponentâs...|Iceberg Interactive BV|PC, PlayStation 4, Nintendo Switch
5311|Nintendo Switch|Shining Resonance Refrain|12|03/07/2018|Y|N|N|N|N|Y|Y|N|The game takes place in a fictional continent called Alfheim and follows the main character, Yuma, who is aided by the Dragoneers--warriors able to commune with dragons using musical-theme weapons called...|SEGA of America, Inc.|Nintendo Switch
5321|Nintendo Switch|Batman: The Enemy Within|18|02/07/2018|N|N|N|N|N|N|Y|N|Batman Season 2. This game takes place after Season 1. Batman must team up with John Doe to take on the pact. A group that consists of the Riddler, Harley, Bane and Joker.|LCG Entertainment, Inc.|Nintendo Switch
5331|Nintendo Switch|Mega Man X Legacy Collection|12|01/07/2018|N|N|N|N|N|N|Y|N||CE Europe Ltd.|Nintendo Switch
5341|Nintendo Switch|Mega Man X Legacy Collection 2|12|01/07/2018|N|N|N|N|N|N|Y|N|A compilation of games from the Mega Man X series. This collection contains games 5-8 in the franchise.|CE Europe Ltd.|Nintendo Switch
5351|Nintendo Switch|Your Toy|12|30/06/2018|N|N|N|N|N|N|N|N|Your Toy is a first person horror room escape game that features an advanced non-repeating puzzle system with challenging riddles, escape sequences and a mysterious narrative that dives deep into players'...|Beijing Wansiwei Culture Development Co., Ltd.|PlayStation 4, Nintendo Switch, PC
5361|Nintendo Switch|Shantae: Half-Genie Hero Ultimate Edition|12|30/06/2018|N|N|N|N|N|N|Y|N|Shantae: Half Genie Hero Ultimate Edition is a re-release of Shantae: Half Genie Hero with added additional content such as a new campaign with a different playable character.|PQube Limited|Nintendo Switch
5371|Nintendo Switch|Red Faction Guerrilla|16|30/06/2018|N|N|N|N|N|N|Y|N|Set 50 years after the climactic events of the original Red Faction, Red Faction: Guerrilla allows players to take the role of an insurgent fighter with the newly re-established Red Faction movement as...|THQ Nordic|Xbox One, Nintendo Switch
5381|Nintendo Switch|Hotel Transylvania Monsters Overboard|7|30/06/2018|N|N|N|N|N|N|Y|N|In the game, which picks up where Hotel Transylvania 3 leaves off, Dracâs Pack land themselves into hot water yet againâwashed overboard and lost on mysterious islands.|Outright Games|Nintendo Switch
